,駅数,事業者名,路線名,駅名,所在地,ホームの形状,設置ホーム（番線）,ホームドアの種別,設置年月,備考,Unnamed: 10,当該路線の設置状況,path
749,11.0,福岡市交通局,空港線,博多,福岡県福岡市博多区,島式1面2線,1・2番線,可動式ホーム柵,2004/03/01 00:00,○,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局空港線_addRailname.geojson
750,12.0,福岡市交通局,空港線,東比恵,福岡県福岡市博多区,島式1面2線,1・2番線,可動式ホーム柵,2004/03/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局空港線_addRailname.geojson
751,13.0,福岡市交通局,空港線,福岡空港,福岡県福岡市博多区,島式1面2線,1・2番線,可動式ホーム柵,2004/03/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局空港線_addRailname.geojson
752,,福岡市交通局,箱崎線,中洲川端,福岡県福岡市博多区,島式二層2面4線,1・2番線,可動式ホーム柵,2006/01/01 00:00,,（参照）【福岡市空港線】,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局箱崎線_addRailname.geojson
753,14.0,福岡市交通局,箱崎線,呉服町,福岡県福岡市博多区,島式1面2線,1・2番線,可動式ホーム柵,2006/01/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局箱崎線_addRailname.geojson
754,15.0,福岡市交通局,箱崎線,千代県庁口,福岡県福岡市博多区,島式1面2線,1・2番線,可動式ホーム柵,2006/01/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局箱崎線_addRailname.geojson
755,16.0,福岡市交通局,箱崎線,馬出九大病院前,福岡県福岡市東区,島式1面2線,1・2番線,可動式ホーム柵,2006/01/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局箱崎線_addRailname.geojson
756,17.0,福岡市交通局,箱崎線,箱崎宮前,福岡県福岡市東区,島式1面2線,1・2番線,可動式ホーム柵,2006/01/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局箱崎線_addRailname.geojson
757,18.0,福岡市交通局,箱崎線,箱崎九大前,福岡県福岡市東区,島式1面2線,1・2番線,可動式ホーム柵,2006/01/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局箱崎線_addRailname.geojson
758,19.0,福岡市交通局,箱崎線,貝塚,福岡県福岡市東区,島式1面2線,1・2番線,可動式ホーム柵,2006/01/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局箱崎線_addRailname.geojson
759,20.0,福岡市交通局,七隈線,橋本,福岡県福岡市西区,島式1面2線・単式1面1線,1・2・3番線,可動式ホーム柵,2005/02/01 00:00,,3番線は降車ホーム,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
760,21.0,福岡市交通局,七隈線,次郎丸,福岡県福岡市早良区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
761,22.0,福岡市交通局,七隈線,賀茂,福岡県福岡市早良区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
762,23.0,福岡市交通局,七隈線,野芥,福岡県福岡市早良区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
763,24.0,福岡市交通局,七隈線,梅林,福岡県福岡市城南区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
764,25.0,福岡市交通局,七隈線,福大前,福岡県福岡市城南区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
765,26.0,福岡市交通局,七隈線,七隈,福岡県福岡市城南区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
766,27.0,福岡市交通局,七隈線,金山,福岡県福岡市城南区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
767,28.0,福岡市交通局,七隈線,茶山,福岡県福岡市城南区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
768,29.0,福岡市交通局,七隈線,別府,福岡県福岡市城南区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
769,30.0,福岡市交通局,七隈線,六本松,福岡県福岡市中央区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
770,31.0,福岡市交通局,七隈線,桜坂,福岡県福岡市中央区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
771,32.0,福岡市交通局,七隈線,薬院大通,福岡県福岡市中央区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
772,33.0,福岡市交通局,七隈線,薬院,福岡県福岡市中央区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
773,34.0,福岡市交通局,七隈線,渡辺通,福岡県福岡市中央区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
774,35.0,福岡市交通局,七隈線,天神南,福岡県福岡市中央区,島式1面2線,1・2番線,可動式ホーム柵,2005/02/01 00:00,,1番線は降車ホーム・2番線は乗車ホーム,,/home/zaiying/A-Pastani/data/福岡市交通局/福岡市交通局七隈線_addRailname.geojson
775,1.0,東京モノレール,羽田空港線,モノレール浜松町,東京都港区,2面1線,乗車ホーム・降車ホーム,可動式ホーム柵,2002/09/01 00:00,○,,◎全駅,/home/zaiying/A-Pastani/data/東京モノレール/東京モノレール東京モノレール羽田線_addRailname.geojson
776,2.0,東京モノレール,羽田空港線,天王洲アイル,東京都品川区,相対式2面2線,上り線・下り線,可動式ホーム柵,2002/09/01 00:00,,,,/home/zaiying/A-Pastani/data/東京モノレール/東京モノレール東京モノレール羽田線_addRailname.geojson
777,3.0,東京モノレール,羽田空港線,大井競馬場前,東京都品川区,相対式2面2線,上り線・下り線,可動式ホーム柵,2002/09/01 00:00,,,,/home/zaiying/A-Pastani/data/東京モノレール/東京モノレール東京モノレール羽田線_addRailname.geojson
778,4.0,東京モノレール,羽田空港線,流通センター,東京都大田区,相対式2面2線,上り線・下り線,可動式ホーム柵,2002/09/01 00:00,,,,/home/zaiying/A-Pastani/data/東京モノレール/東京モノレール東京モノレール羽田線_addRailname.geojson
779,5.0,東京モノレール,羽田空港線,昭和島,東京都大田区,島式2面4線,1・2・3・4番線,可動式ホーム柵,2002/09/01 00:00,,,,/home/zaiying/A-Pastani/data/東京モノレール/東京モノレール東京モノレール羽田線_addRailname.geojson
780,6.0,東京モノレール,羽田空港線,整備場,東京都大田区,相対式2面2線,上り線・下り線,可動式ホーム柵,2002/09/01 00:00,,,,/home/zaiying/A-Pastani/data/東京モノレール/東京モノレール東京モノレール羽田線_addRailname.geojson
781,7.0,東京モノレール,羽田空港線,天空橋,東京都大田区,相対式2面2線,上り線・下り線,可動式ホーム柵,2002/09/01 00:00,,,,/home/zaiying/A-Pastani/data/東京モノレール/東京モノレール東京モノレール羽田線_addRailname.geojson
782,8.0,東京モノレール,羽田空港線,羽田空港第3ターミナル,東京都大田区,相対式2面2線,1・2番線,可動式ホーム柵,2010/10/01 00:00,,,,/home/zaiying/A-Pastani/data/東京モノレール/東京モノレール東京モノレール羽田線_addRailname.geojson
783,9.0,東京モノレール,羽田空港線,新整備場,東京都大田区,相対式2面2線,上り線・下り線,可動式ホーム柵,2002/09/01 00:00,,,,/home/zaiying/A-Pastani/data/東京モノレール/東京モノレール東京モノレール羽田線_addRailname.geojson
784,10.0,東京モノレール,羽田空港線,羽田空港第１ターミナル,東京都大田区,島式1面2線,1・2番線,可動式ホーム柵,2002/09/01 00:00,,,,/home/zaiying/A-Pastani/data/東京モノレール/東京モノレール東京モノレール羽田線_addRailname.geojson
785,11.0,東京モノレール,羽田空港線,羽田空港第２ターミナル,東京都大田区,島式1面2線,1・2番線,可動式ホーム柵,2004/12/01 00:00,,,,/home/zaiying/A-Pastani/data/東京モノレール/東京モノレール東京モノレール羽田線_addRailname.geojson
786,1.0,ゆりかもめ,東京臨海新交通臨海線,新橋,東京都港区,島式1面2線,1・2番線,ホームドア,1995/11/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
787,2.0,ゆりかもめ,東京臨海新交通臨海線,汐留,東京都港区,島式1面2線,1・2番線,ホームドア,2002/11/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
788,3.0,ゆりかもめ,東京臨海新交通臨海線,竹芝,東京都港区,相対式2面2線,1・2番線,ホームドア,1995/11/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
789,4.0,ゆりかもめ,東京臨海新交通臨海線,日の出,東京都港区,島式1面2線,1・2番線,ホームドア,1995/11/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
790,5.0,ゆりかもめ,東京臨海新交通臨海線,芝浦ふ頭,東京都港区,島式1面2線,1・2番線,ホームドア,1995/11/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
791,6.0,ゆりかもめ,東京臨海新交通臨海線,お台場海浜公園,東京都港区,島式1面2線,1・2番線,ホームドア,1995/11/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
792,7.0,ゆりかもめ,東京臨海新交通臨海線,台場,東京都港区,島式1面2線,1・2番線,ホームドア,1995/11/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
793,8.0,ゆりかもめ,東京臨海新交通臨海線,東京国際クルーズターミナル,東京都江東区,島式1面2線,1・2番線,ホームドア,1995/11/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
794,9.0,ゆりかもめ,東京臨海新交通臨海線,テレコムセンター,東京都江東区,島式1面2線,1・2番線,ホームドア,1995/11/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
795,10.0,ゆりかもめ,東京臨海新交通臨海線,青海,東京都江東区,島式1面2線,1・2番線,ホームドア,1995/11/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
796,11.0,ゆりかもめ,東京臨海新交通臨海線,東京ビッグサイト,東京都江東区,島式1面2線,1・2番線,ホームドア,1995/11/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
797,12.0,ゆりかもめ,東京臨海新交通臨海線,有明,東京都江東区,島式2面3線,1・2・3・4番線,ホームドア,1995/11/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
798,13.0,ゆりかもめ,東京臨海新交通臨海線,有明テニスの森,東京都江東区,島式1面2線,1・2番線,ホームドア,2006/03/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
799,14.0,ゆりかもめ,東京臨海新交通臨海線,市場前 ,東京都江東区,島式1面2線,1・2番線,ホームドア,2006/03/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
800,15.0,ゆりかもめ,東京臨海新交通臨海線,新豊洲,東京都江東区,島式1面2線,1・2番線,ホームドア,2006/03/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
801,16.0,ゆりかもめ,東京臨海新交通臨海線,豊洲,東京都江東区,島式1面2線,1・2番線,ホームドア,2006/03/01 00:00,,,,/home/zaiying/A-Pastani/data/ゆりかもめ/ゆりかもめ東京臨海新交通臨海線_addRailname.geojson
802,1.0,東京都交通局,日暮里・舎人ライナー,日暮里,東京都荒川区,島式1面2線,1・2番線,ホームドア,2008/03/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
803,2.0,東京都交通局,日暮里・舎人ライナー,西日暮里,東京都荒川区,島式1面2線,1・2番線,ホームドア,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
804,3.0,東京都交通局,日暮里・舎人ライナー,赤土小学校前,東京都荒川区,島式1面2線,1・2番線,ホームドア,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
805,4.0,東京都交通局,日暮里・舎人ライナー,熊野前,東京都荒川区,島式1面2線,1・2番線,ホームドア,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
806,5.0,東京都交通局,日暮里・舎人ライナー,足立小台,東京都足立区,島式1面2線,1・2番線,ホームドア,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
807,6.0,東京都交通局,日暮里・舎人ライナー,扇大橋,東京都足立区,島式1面2線,1・2番線,ホームドア,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
808,7.0,東京都交通局,日暮里・舎人ライナー,高野,東京都足立区,島式1面2線,1・2番線,ホームドア,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
809,8.0,東京都交通局,日暮里・舎人ライナー,江北,東京都足立区,島式1面2線,1・2番線,ホームドア,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
810,9.0,東京都交通局,日暮里・舎人ライナー,西新井大師西,東京都足立区,島式1面2線,1・2番線,ホームドア,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
811,10.0,東京都交通局,日暮里・舎人ライナー,谷在家,東京都足立区,島式1面2線,1・2番線,ホームドア,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
812,11.0,東京都交通局,日暮里・舎人ライナー,舎人公園,東京都足立区,島式2面3線,1・2・3・4番線,ホームドア,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
813,12.0,東京都交通局,日暮里・舎人ライナー,舎人,東京都足立区,島式1面2線,1・2番線,ホームドア,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
814,13.0,東京都交通局,日暮里・舎人ライナー,見沼代親水公園,東京都足立区,島式1面2線,1・2番線,ホームドア,2008/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東京都交通局/東京都交通局日暮里・舎人ライナー_addRailname.geojson
815,1.0,多摩都市モノレール,多摩モノレール,多摩センター,東京都多摩市,相対式2面2線,1・2番線,可動式ホーム柵,2000/01/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
816,2.0,多摩都市モノレール,多摩モノレール,松が谷,東京都八王子市,相対式2面2線,1・2番線,可動式ホーム柵,2000/01/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
817,3.0,多摩都市モノレール,多摩モノレール,大塚・帝京大学,東京都八王子市,相対式2面2線,1・2番線,可動式ホーム柵,2000/01/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
818,4.0,多摩都市モノレール,多摩モノレール,中央大学・明星大学,東京都八王子市,相対式2面2線,1・2番線,可動式ホーム柵,2000/01/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
819,5.0,多摩都市モノレール,多摩モノレール,多摩動物公園,東京都日野市,相対式2面2線,1・2番線,可動式ホーム柵,2000/01/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
820,6.0,多摩都市モノレール,多摩モノレール,程久保,東京都日野市,相対式2面2線,1・2番線,可動式ホーム柵,2000/01/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
821,7.0,多摩都市モノレール,多摩モノレール,高幡不動,東京都日野市,相対式2面2線,1・2番線,可動式ホーム柵,2000/01/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
822,8.0,多摩都市モノレール,多摩モノレール,万願寺,東京都日野市,相対式2面2線,1・2番線,可動式ホーム柵,2000/01/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
823,9.0,多摩都市モノレール,多摩モノレール,甲州街道,東京都日野市,相対式2面2線,1・2番線,可動式ホーム柵,2000/01/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
824,10.0,多摩都市モノレール,多摩モノレール,柴崎体育館,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,2000/01/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
825,11.0,多摩都市モノレール,多摩モノレール,立川南,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,2000/01/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
826,12.0,多摩都市モノレール,多摩モノレール,立川北,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,1998/11/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
827,13.0,多摩都市モノレール,多摩モノレール,高松,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,1998/11/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
828,14.0,多摩都市モノレール,多摩モノレール,立飛,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,1998/11/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
829,15.0,多摩都市モノレール,多摩モノレール,泉体育館,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,1998/11/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
830,16.0,多摩都市モノレール,多摩モノレール,砂川七番,東京都立川市,相対式2面2線,1・2番線,可動式ホーム柵,1998/11/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
831,17.0,多摩都市モノレール,多摩モノレール,玉川上水,東京都東大和市,相対式2面2線,1・2番線,可動式ホーム柵,1998/11/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
832,18.0,多摩都市モノレール,多摩モノレール,桜街道,東京都東大和市,相対式2面2線,1・2番線,可動式ホーム柵,1998/11/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
833,19.0,多摩都市モノレール,多摩モノレール,上北台,東京都東大和市,相対式2面2線,1・2番線,可動式ホーム柵,1998/11/01 00:00,,,,/home/zaiying/A-Pastani/data/多摩都市モノレール/多摩都市モノレール多摩都市モノレール線_addRailname.geojson
834,1.0,舞浜リゾートライン,ディズニーリゾートライン,リゾートゲートウェイ・ステーション,千葉県浦安市,2面1線,乗車ホーム・降車ホーム,可動式ホーム柵,2001/07/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/舞浜リゾートライン/舞浜リゾートラインディズニーリゾートライン_addRailname.geojson
835,2.0,舞浜リゾートライン,ディズニーリゾートライン,東京ディズニーランド・ステーション,千葉県浦安市,単式1面1線,－,可動式ホーム柵,2001/07/01 00:00,,,,/home/zaiying/A-Pastani/data/舞浜リゾートライン/舞浜リゾートラインディズニーリゾートライン_addRailname.geojson
836,3.0,舞浜リゾートライン,ディズニーリゾートライン,ベイサイド・ステーション,千葉県浦安市,単式1面1線,－,可動式ホーム柵,2001/07/01 00:00,,,,/home/zaiying/A-Pastani/data/舞浜リゾートライン/舞浜リゾートラインディズニーリゾートライン_addRailname.geojson
837,4.0,舞浜リゾートライン,ディズニーリゾートライン,東京ディズニーシー・ステーション,千葉県浦安市,2面1線,乗車ホーム・降車ホーム,可動式ホーム柵,2001/07/01 00:00,,,,/home/zaiying/A-Pastani/data/舞浜リゾートライン/舞浜リゾートラインディズニーリゾートライン_addRailname.geojson
838,1.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,新杉田,神奈川県横浜市磯子区,島式1面2線,1・2番線,ホームドア,1989/07/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
839,2.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,南部市場,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,1989/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
840,3.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,鳥浜,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,1989/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
841,4.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,並木北,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,1989/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
842,5.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,並木中央,神奈川県横浜市金沢区,島式2面3線,1・2・3・4番線,ホームドア,1989/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
843,6.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,幸浦,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,1989/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
844,7.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,産業振興センター,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,1989/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
845,8.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,福浦,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,1989/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
846,9.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,市大医学部,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,1989/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
847,10.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,八景島,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,1989/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
848,11.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,海の公園柴口,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,1989/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
849,12.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,海の公園南口,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,1989/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
850,13.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,野島公園,神奈川県横浜市金沢区,島式1面2線,1・2番線,ホームドア,1989/07/01 00:00,,,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
851,14.0,横浜ｼｰｻｲﾄﾞﾗｲﾝ,金沢シーサイドライン,金沢八景,神奈川県横浜市金沢区,島式1面2線,2番線,ホームドア,1989/07/01 00:00,,※片線開業のため、2番線のみ使用,,/home/zaiying/A-Pastani/data/横浜シーサイドライン/横浜シーサイドライン金沢シーサイドライン_addRailname.geojson
852,1.0,愛知高速交通,リニモ東部丘陵線,藤が丘,愛知県名古屋市名東区,島式1面2線,1・2番線,ホームドア,2005/03/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/愛知高速鉄道/愛知高速交通東部丘陵線_addRailname.geojson
853,2.0,愛知高速交通,リニモ東部丘陵線,はなみずき通,愛知県長久手市,相対式2面2線,1・2番線,ホームドア,2005/03/01 00:00,,,,/home/zaiying/A-Pastani/data/愛知高速鉄道/愛知高速交通東部丘陵線_addRailname.geojson
