,路線名,駅名,人身事故回数,index
4277,東日本旅客鉄道吾妻線,渋川駅,1,[7085]
4278,東日本旅客鉄道吾妻線,金島駅,1,[7085]
4279,阪急電鉄阪急神戸本線,三宮駅,1,[7091]
4280,東日本旅客鉄道東北本線,槻木駅,3,"[7104, 9031, 13902]"
4281,福井鉄道福武線,公園口駅,2,"[7106, 9334]"
4282,九州旅客鉄道指宿枕崎線,生見駅,1,[7107]
4283,四国旅客鉄道高徳線,讃岐津田駅,4,"[7116, 10585, 14409, 14497]"
4284,東日本旅客鉄道常磐線,十王駅,4,"[7122, 7658, 8898, 12839]"
4285,東武鉄道東武佐野線,田沼駅,2,"[7125, 10618]"
4286,東武鉄道東武佐野線,吉水駅,2,"[7125, 14641]"
4287,東日本旅客鉄道奥羽本線,大釈迦駅,2,"[7129, 14853]"
4288,九州旅客鉄道日南線,田吉駅,3,"[7130, 12449, 13848]"
4289,近畿日本鉄道近鉄橿原線,西ノ京駅,1,[7139]
4290,西日本旅客鉄道山陽線,吉永駅,1,[7140]
4291,東武鉄道東武伊勢崎線,松原団地駅,2,"[7147, 11078]"
4292,福島交通飯坂線,花水坂駅,1,[7152]
4293,阪堺電気軌道阪堺線,新今宮駅前停留場,2,"[7156, 13761]"
4294,阪堺電気軌道阪堺線,恵美須町駅,2,"[7156, 13761]"
4295,東日本旅客鉄道鶴見線,新芝浦駅,1,[7158]
4296,東日本旅客鉄道鶴見線,海芝浦駅,1,[7158]
4297,横浜高速鉄道みなとみらい21線,みなとみらい駅,3,"[7160, 10934, 13238]"
4298,北海道旅客鉄道石北本線,上川駅,2,"[7162, 8445]"
4299,北海道旅客鉄道石北本線,上白滝駅,1,[7162]
4300,西日本旅客鉄道福知山線,柏原駅,3,"[7163, 7418, 10780]"
4301,東日本旅客鉄道信越本線,帯織駅,2,"[7167, 11684]"
4302,北海道旅客鉄道函館本線,稲積公園駅,1,[7168]
4303,西日本旅客鉄道城端線,油田駅,1,[7175]
4304,西日本旅客鉄道城端線,砺波駅,1,[7175]
4305,北海道旅客鉄道室蘭本線,豊浦駅,2,"[7176, 9352]"
4306,北海道旅客鉄道函館本線,小樽駅,1,[7179]
4307,北海道旅客鉄道函館本線,塩谷駅,2,"[7179, 13798]"
4308,東日本旅客鉄道大糸線,北松本駅,2,"[7192, 8144]"
4309,東日本旅客鉄道大糸線,島内駅,2,"[7192, 8144]"
4310,上田交通別所線,大学前駅,1,[7194]
4311,上田交通別所線,下之郷駅,1,[7194]
4312,名古屋市交通局2号線名城線,名城公園駅,1,[7196]
4313,東日本旅客鉄道津軽線,中沢駅,2,"[7197, 12114]"
4314,北海道旅客鉄道函館本線,桑園駅,2,"[7201, 10002]"
4315,東海旅客鉄道関西線,桑名駅,4,"[7202, 7225, 8141, 8582]"
4316,東海旅客鉄道関西線,朝日駅,3,"[7202, 8141, 14827]"
4317,東日本旅客鉄道大船渡線,真滝駅,1,[7215]
4318,西日本旅客鉄道関西本線,JR難波駅,1,[7221]
4319,四国旅客鉄道高徳線,古高松南駅,4,"[7228, 7300, 9362, 9992]"
4320,東京都交通局都電荒川線,小台停留場,2,"[7231, 10987]"
4321,名古屋市交通局東山線,一社駅,2,"[7234, 9328]"
4322,西日本旅客鉄道大阪環状線,野田駅,1,[7237]
4323,弘南鉄道弘南線,津軽尾上駅,2,"[7238, 14841]"
4324,弘南鉄道弘南線,尾上高校前駅,2,"[7238, 14841]"
4325,九州旅客鉄道日豊本線,北延岡駅,2,"[7240, 13630]"
4326,ひたちなか海浜鉄道湊線,殿山駅,2,"[7245, 10161]"
4327,北海道旅客鉄道根室本線,上尾幌駅,1,[7258]
4328,北海道旅客鉄道根室本線,別保駅,1,[7258]
4329,伊豆箱根鉄道大雄山線,相模沼田駅,3,"[7267, 13869, 14508]"
4330,伊豆箱根鉄道大雄山線,岩原駅,2,"[7267, 14508]"
4331,北海道旅客鉄道富良野線,西中駅,1,[7273]
4332,東武鉄道東武日光線,合戦場駅,1,[7276]
4333,北海道旅客鉄道宗谷本線,豊清水駅,1,[7283]
4334,北海道旅客鉄道宗谷本線,恩根内駅,1,[7283]
4335,近畿日本鉄道近鉄京都線,大久保駅,1,[7289]
4336,西日本旅客鉄道湖西線,安曇川駅,1,[7301]
4337,名古屋鉄道名鉄名古屋本線,名電長沢駅,2,"[7307, 8292]"
4338,名古屋鉄道名鉄名古屋本線,本宿駅,3,"[7307, 9746, 12585]"
4339,東海旅客鉄道東海道線,米原駅,3,"[7324, 7510, 7661]"
4340,東京都交通局都電荒川線,大塚駅前停留場,5,"[7327, 8143, 11659, 14224, 14584]"
4341,南海電気鉄道南海本線,みさき公園駅,5,"[7330, 8291, 11763, 13171, 13807]"
4342,近江鉄道本線,高宮駅,1,[7334]
4343,近江鉄道本線,尼子駅,2,"[7334, 11735]"
4344,東急電鉄東急大井町線,緑が丘駅,2,"[7335, 10190]"
4345,東日本旅客鉄道横浜線,片倉駅,4,"[7336, 10438, 11361, 13642]"
4346,北海道旅客鉄道根室本線,野花南駅,1,[7339]
4347,北海道旅客鉄道根室本線,島ノ下駅,1,[7339]
4348,東日本旅客鉄道陸羽東線,立小路駅,1,[7344]
4349,東日本旅客鉄道陸羽東線,最上駅,2,"[7344, 14890]"
4350,静岡鉄道静岡清水線,柚木駅,2,"[7347, 13218]"
4351,名古屋市交通局2号線名城線,八事日赤駅,1,[7353]
4352,東海旅客鉄道武豊線,半田駅,2,"[7361, 14596]"
4353,近畿日本鉄道近鉄志摩線,志摩赤崎駅,1,[7365]
4354,近畿日本鉄道近鉄志摩線,船津駅,1,[7365]
4355,九州旅客鉄道筑肥線,鹿家駅,1,[7366]
4356,九州旅客鉄道筑肥線,浜崎駅,1,[7366]
4357,愛知環状鉄道愛知環状鉄道線,四郷駅,1,[7368]
4358,東武鉄道東武伊勢崎線,福居駅,2,"[7371, 13292]"
4359,九州旅客鉄道日豊本線,帖佐駅,1,[7372]
4360,養老鉄道養老線,美濃津屋駅,1,[7377]
4361,養老鉄道養老線,養老駅,1,[7377]
4362,西日本旅客鉄道福塩線,新市駅,2,"[7384, 7993]"
4363,豊橋鉄道渥美線,植田駅,2,"[7385, 14151]"
4364,東海旅客鉄道御殿場線,松田駅,3,"[7387, 8662, 9735]"
4365,東日本旅客鉄道中央本線,相模湖駅,1,[7392]
4366,長良川鉄道越美南線,関富岡駅,3,"[7393, 13954, 14818]"
4367,阪神電気鉄道阪神なんば線,出来島駅,1,[7395]
4368,大阪市高速電気軌道谷町線,中崎町駅,2,"[7403, 14102]"
4369,東日本旅客鉄道内房線,千倉駅,1,[7405]
4370,東京地下鉄日比谷線,秋葉原駅,1,[7409]
4371,九州旅客鉄道久大本線,天ヶ瀬駅,1,[7421]
4372,西日本旅客鉄道津山線,神目駅,2,"[7422, 11162]"
4373,西日本旅客鉄道津山線,福渡駅,1,[7422]
4374,東日本旅客鉄道陸羽東線,岩出山駅,1,[7425]
4375,東日本旅客鉄道中央本線,藤野駅,2,"[7428, 8968]"
4376,西日本旅客鉄道奈良線,木幡駅,3,"[7430, 8953, 9673]"
4377,東葉高速鉄道東葉高速線,八千代中央駅,3,"[7435, 11966, 14599]"
4378,北海道旅客鉄道根室本線,新大楽毛駅,1,[7443]
4379,北海道旅客鉄道根室本線,大楽毛駅,2,"[7443, 11431]"
4380,東武鉄道東武日光線,柳生駅,2,"[7445, 11786]"
4381,東日本旅客鉄道釜石線,釜石駅,1,[7448]
4382,名古屋市交通局鶴舞線,庄内通駅,1,[7449]
4383,高松琴平電気鉄道長尾線,西前田駅,2,"[7456, 12720]"
4384,東急電鉄東急田園都市線,三軒茶屋駅,5,"[7459, 8363, 11014, 11461, 13531]"
4385,名古屋鉄道名鉄常滑線,蒲池駅,6,"[7463, 7724, 8469, 10468, 11225, 13731]"
4386,東日本旅客鉄道中央本線,長坂駅,2,"[7464, 13294]"
4387,東日本旅客鉄道中央本線,小渕沢駅,1,[7464]
4388,北海道旅客鉄道石勝線,追分駅,1,[7476]
4389,西日本旅客鉄道山陽線,西岡山駅,1,[7477]
4390,一畑電車大社線,川跡駅,1,[7478]
4391,一畑電車大社線,高浜駅,1,[7478]
4392,東日本旅客鉄道大糸線,安曇沓掛駅,1,[7483]
4393,京福電気鉄道嵐山本線,蚕ノ社駅,1,[7492]
4394,東日本旅客鉄道花輪線,田山駅,1,[7502]
4395,東日本旅客鉄道花輪線,兄畑駅,1,[7502]
4396,九州旅客鉄道鹿児島本線,田原坂駅,2,"[7507, 14744]"
4397,"['東日本旅客鉄道常磐線', '東京地下鉄千代田線']",新松戸駅,3,"[7517, 9543, 14101]"
4398,"['東日本旅客鉄道中央本線', '東日本旅客鉄道総武本線']",東中野駅,5,"[7520, 9008, 9553, 12494, 14360]"
4399,東海旅客鉄道紀勢線,鵜殿駅,3,"[7527, 7555, 7557]"
4400,東海旅客鉄道紀勢線,新宮駅,1,[7527]
4401,青い森鉄道青い森鉄道線,矢田前駅,2,"[7530, 11612]"
4402,青い森鉄道青い森鉄道線,小柳駅,3,"[7530, 11612, 12777]"
4403,西日本旅客鉄道福塩線,戸手駅,2,"[7533, 12433]"
4404,西日本旅客鉄道福塩線,上戸手駅,1,[7533]
4405,阪堺電気軌道阪堺線,宿院停留場,2,"[7537, 8482]"
4406,阪堺電気軌道阪堺線,寺地町停留場,3,"[7537, 8482, 13464]"
4407,函館市企業局交通部本線,千代台停留場,1,[7540]
4408,のと鉄道七尾線,和倉温泉駅,1,[7542]
4409,のと鉄道七尾線,田鶴浜駅,1,[7542]
4410,九州旅客鉄道吉都線,谷頭駅,1,[7544]
4411,九州旅客鉄道吉都線,万ヶ塚駅,1,[7544]
4412,西日本旅客鉄道山口線,周防下郷駅,1,[7547]
4413,西日本旅客鉄道山口線,上郷駅,1,[7547]
4414,北陸鉄道石川線,道法寺駅,1,[7552]
4415,北陸鉄道石川線,井口駅,1,[7552]
4416,北海道旅客鉄道富良野線,旭川駅,1,[7554]
4417,北海道旅客鉄道富良野線,神楽岡駅,1,[7554]
4418,東海旅客鉄道紀勢線,阿田和駅,3,"[7555, 7557, 9392]"
4419,富山地方鉄道富山都心線,富山駅停留場,2,"[7566, 9501]"
4420,熊本市交通局熊本市電上熊本線,杉塘停留場,2,"[7572, 11265]"
4421,熊本市交通局熊本市電上熊本線,本妙寺入口停留場,1,[7572]
4422,東日本旅客鉄道陸羽東線,有備館駅,2,"[7575, 11498]"
4423,東日本旅客鉄道陸羽東線,上野目駅,2,"[7575, 11498]"
4424,九州旅客鉄道鹿児島本線,南瀬高駅,2,"[7576, 10677]"
4425,九州旅客鉄道鹿児島本線,渡瀬駅,2,"[7576, 10677]"
4426,東海旅客鉄道中央線,下諏訪駅,1,[7581]
4427,東海旅客鉄道中央線,岡谷駅,1,[7581]
4428,名古屋鉄道名鉄名古屋本線,名電赤坂駅,5,"[7583, 8066, 8292, 11113, 14236]"
4429,九州旅客鉄道指宿枕崎線,東開聞駅,1,[7593]
4430,近畿日本鉄道近鉄鈴鹿線,柳駅,2,"[7594, 14098]"
4431,名古屋鉄道名鉄西尾線,南安城駅,4,"[7599, 8045, 12366, 14335]"
4432,名古屋鉄道名鉄西尾線,碧海古井駅,3,"[7599, 12366, 14335]"
4433,近江鉄道本線,愛知川駅,2,"[7611, 9776]"
4434,阪急電鉄阪急神戸高速線,高速神戸駅,1,[7612]
4435,東日本旅客鉄道男鹿線,天王駅,1,[7614]
4436,東日本旅客鉄道男鹿線,船越駅,1,[7614]
4437,近畿日本鉄道近鉄名古屋線,佐古木駅,2,"[7617, 7987]"
4438,小田急電鉄小田急江ノ島線,藤沢本町駅,5,"[7632, 10635, 11524, 14125, 14682]"
4439,東日本旅客鉄道常磐線,鹿島駅,1,[7642]
4440,東日本旅客鉄道常磐線,日立木駅,2,"[7642, 7709]"
4441,京王電鉄京王線,幡ヶ谷駅,1,[7644]
4442,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",紀伊内原駅,1,[7647]
4443,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",御坊駅,1,[7647]
4444,九州旅客鉄道唐津線,岩屋駅,4,"[7652, 10641, 10768, 13697]"
4445,九州旅客鉄道唐津線,相知駅,4,"[7652, 10641, 10768, 13697]"
4446,東日本旅客鉄道外房線,長者町駅,2,"[7656, 12190]"
4447,東日本旅客鉄道外房線,三門駅,2,"[7656, 9256]"
4448,名古屋鉄道名鉄各務原線,新加納駅,1,[7660]
4449,名古屋鉄道名鉄各務原線,新那加駅,1,[7660]
4450,北海道旅客鉄道宗谷本線,雄信内駅,2,"[7665, 8957]"
4451,北海道旅客鉄道宗谷本線,安牛駅,1,[7665]
4452,いすみ鉄道いすみ線,西大原駅,1,[7669]
4453,いすみ鉄道いすみ線,上総東駅,1,[7669]
4454,西日本旅客鉄道山陽線,白市駅,1,[7677]
4455,東急電鉄東急田園都市線,つきみ野駅,5,"[7682, 11773, 12187, 14103, 14794]"
4456,IGRいわて銀河鉄道いわて銀河鉄道線,奥中山高原駅,2,"[7691, 9998]"
4457,IGRいわて銀河鉄道いわて銀河鉄道線,小繋駅,2,"[7691, 9998]"
4458,名古屋鉄道名鉄豊川線,八幡駅,4,"[7692, 10573, 11003, 12623]"
4459,西日本旅客鉄道山陰本線,来待駅,1,[7693]
4460,西日本旅客鉄道山陰本線,宍道駅,3,"[7693, 9081, 10051]"
4461,とさでん交通桟橋線,梅の辻停留場,1,[7695]
4462,小田急電鉄小田急小田原線,本鵠沼駅,1,[7697]
4463,小田急電鉄小田急小田原線,鵠沼海岸駅,1,[7697]
4464,大阪市高速電気軌道谷町線,関目高殿駅,1,[7698]
4465,東京地下鉄東西線,大手町駅,1,[7699]
4466,東日本旅客鉄道常磐線,相馬駅,1,[7709]
4467,NULL,新小岩信号場駅,1,[7710]
4468,NULL,金町駅,1,[7710]
4469,肥薩おれんじ鉄道肥薩おれんじ鉄道線,袋駅,1,[7714]
4470,いすみ鉄道いすみ線,西畑駅,1,[7721]
4471,いすみ鉄道いすみ線,上総中野駅,1,[7721]
4472,松浦鉄道西九州線,有田駅,2,"[7736, 9945]"
4473,松浦鉄道西九州線,三代橋駅,2,"[7736, 9945]"
4474,北総鉄道北総線,印西牧の原駅,1,[7740]
4475,北総鉄道北総線,印旛日本医大駅,1,[7740]
4476,東日本旅客鉄道男鹿線,追分駅,1,[7751]
4477,東日本旅客鉄道男鹿線,出戸浜駅,2,"[7751, 12480]"
4478,東日本旅客鉄道山手線,神田駅,3,"[7754, 9581, 11644]"
4479,西日本旅客鉄道姫新線,播磨新宮駅,1,[7757]
4480,西日本旅客鉄道姫新線,東觜崎駅,3,"[7757, 10020, 13685]"
4481,名古屋鉄道名鉄広見線,明智駅,3,"[7758, 7795, 14182]"
4482,九州旅客鉄道久大本線,野矢駅,1,[7762]
4483,九州旅客鉄道久大本線,由布院駅,2,"[7762, 12446]"
4484,西日本旅客鉄道奈良線,六地蔵駅,2,"[7763, 9673]"
4485,西日本旅客鉄道赤穂線,東岡山駅,1,[7766]
4486,大阪市高速電気軌道谷町線,都島駅,1,[7771]
4487,九州旅客鉄道鹿児島本線,原田駅,5,"[7787, 9104, 9625, 10660, 13754]"
4488,九州旅客鉄道豊肥本線,東海学園前駅,2,"[7789, 10710]"
4489,西日本旅客鉄道吉備線,岡山駅,2,"[7803, 8656]"
4490,東日本旅客鉄道東北本線,伊達駅,2,"[7807, 11583]"
4491,大阪市高速電気軌道御堂筋線,梅田駅,5,"[7808, 7956, 9508, 11071, 13178]"
4492,東日本旅客鉄道水郡線,磐城石井駅,1,[7811]
4493,東日本旅客鉄道常磐線,いわき駅,3,"[7815, 9039, 9737]"
4494,大阪市高速電気軌道谷町線,平野駅,4,"[7821, 8219, 11879, 13209]"
4495,東日本旅客鉄道相模線,上溝駅,1,[7826]
4496,東日本旅客鉄道相模線,南橋本駅,1,[7826]
4497,東日本旅客鉄道東海道線,小田原駅,6,"[7829, 8769, 9267, 14761, 14883, 14887]"
4498,東京都交通局大江戸線,豊島園駅,2,"[7832, 12205]"
4499,山陽電気鉄道本線,山陽垂水駅,2,"[7837, 13106]"
4500,土佐くろしお鉄道中村線,若井駅,1,[7839]
4501,東日本旅客鉄道磐越東線,神俣駅,1,[7847]
4502,東京地下鉄日比谷線,築地駅,1,[7871]
4503,東海旅客鉄道身延線,常永駅,7,"[7873, 8248, 9656, 10638, 11270, 14003, 14843]"
4504,伊予鉄道郡中線,古泉駅,1,[7877]
4505,西日本旅客鉄道城端線,城端駅,1,[7880]
4506,山陽電気鉄道本線,東須磨駅,5,"[7885, 11383, 11408, 12834, 13715]"
4507,富山地方鉄道立山線,稚子塚駅,1,[7900]
4508,富山地方鉄道立山線,田添駅,1,[7900]
4509,大阪市高速電気軌道御堂筋線,淀屋橋駅,3,"[7909, 13467, 14718]"
4510,豊橋鉄道渥美線,新豊橋駅,1,[7912]
4511,東日本旅客鉄道弥彦線,弥彦駅,2,"[7916, 10928]"
4512,西日本旅客鉄道山陰本線,伯耆大山駅,3,"[7918, 9418, 13340]"
4513,西日本旅客鉄道山陰本線,東山公園駅,2,"[7918, 12373]"
4514,仙台市交通局南北線,五橋駅,1,[7921]
4515,東武鉄道東武伊勢崎線,小菅駅,2,"[7922, 12693]"
4516,東急電鉄東急東横線,日吉駅,7,"[7926, 8148, 8681, 10207, 11591, 12819, 14069]"
4517,西日本旅客鉄道大阪環状線,桃谷駅,1,[7934]
4518,秩父鉄道秩父本線,大野原駅,2,"[7940, 14376]"
4519,岳南電車岳南線,岳南富士岡駅,1,[7941]
4520,岳南電車岳南線,須津駅,1,[7941]
4521,西日本旅客鉄道福塩線,駅家駅,1,[7946]
4522,西日本旅客鉄道福塩線,近田駅,1,[7946]
4523,九州旅客鉄道鹿児島本線,串木野駅,1,[7948]
4524,東日本旅客鉄道羽越本線,羽前大山駅,3,"[7955, 8599, 13623]"
4525,東日本旅客鉄道羽越本線,鶴岡駅,4,"[7955, 8599, 13602, 14190]"
4526,函館市企業局交通部本線,深堀町停留場,1,[7957]
4527,函館市企業局交通部本線,柏木町停留場,1,[7957]
4528,東日本旅客鉄道奥羽本線,袖崎駅,1,[7963]
4529,東日本旅客鉄道奥羽本線,大石田駅,1,[7963]
4530,IGRいわて銀河鉄道いわて銀河鉄道線,金田一温泉駅,2,"[7970, 14703]"
4531,四国旅客鉄道予讃線,国分駅,3,"[7977, 9750, 10238]"
4532,西日本旅客鉄道福塩線,高木駅,1,[7993]
4533,鹿児島市交通局鹿児島市電第一期線,騎射場停留場,1,[7996]
4534,西日本旅客鉄道山陰本線,高津駅,5,"[8002, 8127, 8359, 10759, 12861]"
4535,西日本旅客鉄道山陰本線,綾部駅,6,"[8002, 8127, 8359, 8939, 10759, 13994]"
4536,銚子電気鉄道銚子電気鉄道線,犬吠駅,1,[8014]
4537,銚子電気鉄道銚子電気鉄道線,外川駅,1,[8014]
4538,鹿児島市交通局鹿児島市電第一期線,いづろ通停留場,1,[8021]
4539,鹿児島市交通局鹿児島市電第一期線,朝日通停留場,1,[8021]
4540,東日本旅客鉄道南武線,府中本町駅,2,"[8027, 12649]"
4541,東日本旅客鉄道南武線,分倍河原駅,2,"[8027, 10985]"
4542,新京成電鉄新京成線,みのり台駅,2,"[8039, 11976]"
4543,南海電気鉄道南海本線,和歌山大学前駅,1,[8040]
4544,名古屋鉄道名鉄西尾線,北安城駅,1,[8045]
4545,京浜急行電鉄京急本線,京急大津駅,1,[8047]
4546,近畿日本鉄道近鉄生駒線,竜田川駅,1,[8048]
4547,近畿日本鉄道近鉄生駒線,平群駅,1,[8048]
4548,江ノ島電鉄江ノ島電鉄線,鎌倉高校前駅,2,"[8050, 10665]"
4549,東京都交通局都電荒川線,西ヶ原四丁目停留場,3,"[8053, 10392, 11515]"
4550,東京都交通局都電荒川線,新庚申塚停留場,3,"[8053, 10392, 11515]"
4551,長崎電気軌道本線,肥前浜駅,1,[8056]
4552,九州旅客鉄道豊肥本線,いこいの村駅,1,[8057]
4553,九州旅客鉄道豊肥本線,宮地駅,1,[8057]
4554,東日本旅客鉄道東北本線,船岡駅,4,"[8058, 9727, 13902, 14785]"
4555,四国旅客鉄道高徳線,板東駅,1,[8062]
4556,四国旅客鉄道高徳線,池谷駅,1,[8062]
4557,九州旅客鉄道日豊本線,宮崎駅,2,"[8063, 13042]"
4558,九州旅客鉄道日豊本線,南宮崎駅,2,"[8063, 10180]"
4559,東日本旅客鉄道大湊線,金谷沢駅,1,[8070]
4560,東日本旅客鉄道大湊線,赤川駅,1,[8070]
4561,九州旅客鉄道鹿児島本線,伊集院駅,2,"[8075, 12263]"
4562,東日本旅客鉄道内房線,上総湊駅,2,"[8076, 8301]"
4563,東海旅客鉄道中央線,春日居町駅,1,[8077]
4564,東海旅客鉄道中央線,石和温泉駅,1,[8077]
4565,東海旅客鉄道東海道線,蒲原駅,1,[8084]
4566,東海旅客鉄道東海道線,新蒲原駅,2,"[8084, 13500]"
4567,"['西日本旅客鉄道宇野線', '四国旅客鉄道予讃線']",上の町駅,1,[8090]
4568,名古屋鉄道名鉄常滑線,尾張横須賀駅,2,"[8094, 13422]"
4569,九州旅客鉄道香椎線,雁ノ巣駅,1,[8097]
4570,九州旅客鉄道香椎線,奈多駅,1,[8097]
4571,西日本旅客鉄道山陽新幹線,新神戸駅,1,[8102]
4572,四国旅客鉄道予讃線,北宇和島駅,1,[8109]
4573,伊賀鉄道伊賀線,桑町駅,1,[8110]
4574,伊賀鉄道伊賀線,猪田道駅,1,[8110]
4575,大阪市高速電気軌道御堂筋線,中津駅,2,"[8118, 8918]"
4576,東京都交通局都電荒川線,東池袋四丁目停留場,2,"[8120, 12533]"
4577,東日本旅客鉄道南武線,武蔵中原駅,3,"[8129, 11099, 13018]"
4578,西日本旅客鉄道山陽線,新南陽駅,2,"[8139, 9556]"
4579,九州旅客鉄道久大本線,筑後草野駅,3,"[8140, 9350, 11842]"
4580,名古屋市交通局鶴舞線,塩釜口駅,1,[8142]
4581,東京都交通局都電荒川線,巣鴨新田停留場,5,"[8143, 10412, 11438, 11659, 14584]"
