,路線名,駅名,人身事故回数,index
225,相模鉄道相鉄本線,三ツ境駅,26,"[150, 789, 846, 1527, 1537, 1860, 3717, 3743, 4043, 4099, 4103, 4436, 5693, 5799, 6666, 6699, 7351, 7976, 8632, 10274, 11566, 12472, 12789, 13316, 13631, 14295]"
226,東武鉄道東武野田線,新柏駅,9,"[151, 3987, 5127, 5277, 5927, 10170, 11688, 13473, 13617]"
227,近畿日本鉄道近鉄名古屋線,近鉄蟹江駅,5,"[152, 1517, 2780, 3253, 14591]"
228,近畿日本鉄道近鉄名古屋線,富吉駅,6,"[152, 2947, 3253, 7987, 8923, 14591]"
229,大阪市高速電気軌道中央線,朝潮橋駅,3,"[153, 10334, 10339]"
230,東海旅客鉄道中央線,古虎渓駅,5,"[154, 1346, 1551, 7290, 8059]"
231,西武鉄道西武池袋線,椎名町駅,28,"[156, 1017, 1562, 1678, 2827, 2829, 2921, 2932, 3337, 3556, 3998, 4228, 4434, 5404, 5965, 6498, 7266, 7352, 7825, 7919, 10240, 11163, 11281, 11957, 11985, 13079, 13868, 14204]"
232,南海電気鉄道南海本線,住ノ江駅,5,"[157, 1950, 5014, 10069, 13730]"
233,東日本旅客鉄道横浜線,矢部駅,14,"[158, 4711, 5530, 5874, 6139, 6733, 6827, 7271, 8669, 8762, 9028, 9577, 10434, 12893]"
234,東日本旅客鉄道横浜線,相模原駅,13,"[158, 1332, 4998, 5425, 6139, 7035, 7271, 8762, 9028, 9229, 9577, 12893, 14885]"
235,京阪電気鉄道京阪本線,枚方市駅,6,"[159, 2889, 4991, 6513, 10897, 11655]"
236,九州旅客鉄道日豊本線,下曽根駅,12,"[160, 289, 969, 1468, 2348, 2401, 2938, 3528, 7729, 8895, 9603, 13709]"
237,九州旅客鉄道日豊本線,朽網駅,11,"[160, 1468, 2703, 3528, 7729, 9603, 9743, 10162, 11044, 13334, 13709]"
238,京王電鉄京王井の頭線,西永福駅,7,"[161, 1490, 2891, 4863, 9738, 9911, 11278]"
239,京王電鉄京王井の頭線,浜田山駅,9,"[161, 1490, 2179, 2891, 3060, 6675, 7716, 9911, 12661]"
240,東武鉄道東武東上本線,森林公園駅,9,"[162, 1394, 1765, 3955, 7857, 10892, 12134, 13958, 14336]"
241,東海旅客鉄道東海道線,尾張一宮駅,15,"[163, 878, 1370, 1925, 4189, 5658, 6888, 6922, 7241, 8365, 9868, 9912, 13701, 13866, 14589]"
242,東海旅客鉄道東海道線,木曽川駅,18,"[163, 582, 1370, 1925, 2260, 3584, 4189, 5030, 5658, 6373, 7241, 9046, 11142, 11986, 12518, 13701, 14589, 14686]"
243,東武鉄道東武野田線,川間駅,7,"[164, 1549, 6514, 8370, 9204, 12628, 14155]"
244,東武鉄道東武野田線,七光台駅,2,"[164, 6514]"
245,IGRいわて銀河鉄道いわて銀河鉄道線,いわて沼宮内駅,3,"[165, 1792, 10486]"
246,IGRいわて銀河鉄道いわて銀河鉄道線,岩手川口駅,4,"[165, 1792, 6160, 11352]"
247,東海旅客鉄道東海道線,共和駅,8,"[166, 3030, 3863, 4986, 8955, 9493, 13431, 14651]"
248,東海旅客鉄道東海道線,南大高駅,6,"[166, 2211, 6191, 9493, 14472, 14651]"
249,東日本旅客鉄道横須賀線,西大井駅,14,"[167, 473, 738, 1277, 4669, 5243, 6044, 9067, 9771, 11148, 12003, 12459, 13073, 14758]"
250,京浜急行電鉄京急本線,井土ヶ谷駅,13,"[168, 1007, 1237, 1768, 3368, 3557, 4903, 5270, 5961, 7214, 7696, 7801, 9093]"
251,京浜急行電鉄京急本線,弘明寺駅,20,"[168, 1237, 1396, 1520, 1768, 1990, 2208, 2479, 2743, 3368, 3557, 4903, 5961, 6213, 7191, 7696, 7960, 9093, 14142, 14547]"
252,東日本旅客鉄道横浜線,成瀬駅,17,"[169, 399, 1153, 2045, 2066, 3418, 3728, 3765, 4062, 5511, 7584, 7690, 8975, 9087, 10592, 11530, 14317]"
253,東海旅客鉄道関西線,蟹江駅,4,"[170, 1458, 7907, 11785]"
254,山陽電気鉄道本線,林崎松江海岸駅,4,"[171, 4182, 7278, 14518]"
255,西日本旅客鉄道呉線,竹原駅,3,"[172, 2118, 7623]"
256,西日本旅客鉄道呉線,吉名駅,3,"[172, 2118, 7623]"
257,名古屋鉄道名鉄名古屋本線,岐南駅,6,"[173, 422, 3858, 5494, 6997, 10000]"
258,名古屋鉄道名鉄名古屋本線,茶所駅,7,"[173, 364, 422, 563, 5494, 6997, 12066]"
259,東日本旅客鉄道埼京線,新宿駅,12,"[174, 722, 977, 1207, 3329, 3514, 4379, 4673, 8871, 13741, 14397, 14810]"
260,京阪電気鉄道京阪石山坂本線,膳所本町駅,1,[175]
261,九州旅客鉄道日豊本線,佐土原駅,8,"[176, 1368, 1728, 2166, 5156, 6418, 7939, 13577]"
262,九州旅客鉄道日豊本線,日向住吉駅,10,"[176, 1053, 1359, 2838, 4724, 5156, 6418, 7939, 9426, 13577]"
263,京王電鉄京王線,北野駅,8,"[177, 3920, 5522, 5639, 8903, 12351, 13239, 13721]"
264,京王電鉄京王線,京王八王子駅,7,"[177, 3920, 5522, 12351, 13239, 13595, 13721]"
265,小田急電鉄小田急多摩線,黒川駅,2,"[179, 6283]"
266,小田急電鉄小田急多摩線,はるひ野駅,3,"[179, 8378, 11360]"
267,西武鉄道西武新宿線,都立家政駅,10,"[180, 1146, 3025, 6579, 8379, 8799, 9554, 10117, 10414, 12340]"
268,西日本鉄道西鉄天神大牟田線,西鉄平尾駅,7,"[181, 390, 1480, 4320, 5659, 7659, 12161]"
269,近畿日本鉄道近鉄大阪線,松塚駅,7,"[183, 1076, 3087, 3953, 4108, 8384, 10303]"
270,東日本旅客鉄道東北本線,宇都宮駅,17,"[184, 386, 545, 570, 716, 927, 1751, 2774, 3830, 4394, 4414, 5788, 7287, 8155, 10139, 11387, 13069]"
271,東日本旅客鉄道中央本線,荻窪駅,20,"[185, 1575, 2168, 4720, 5011, 6334, 6832, 7433, 8481, 8549, 8878, 8881, 9471, 10003, 10329, 11139, 12224, 12302, 12901, 14314]"
272,北海道旅客鉄道函館本線,厚別駅,2,"[186, 8051]"
273,北海道旅客鉄道函館本線,森林公園駅,3,"[186, 735, 5122]"
274,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",土山駅,19,"[187, 1430, 2489, 2909, 3241, 3641, 3667, 4901, 5347, 5785, 6534, 6799, 8711, 8882, 8982, 8991, 9332, 10789, 11908]"
275,近畿日本鉄道近鉄名古屋線,近鉄富田駅,4,"[188, 2114, 6754, 14484]"
276,"['東日本旅客鉄道中央本線', '東日本旅客鉄道総武本線']",三鷹駅,18,"[189, 1971, 2742, 3942, 4562, 4623, 4679, 6208, 6546, 7719, 9573, 9788, 10429, 11223, 13058, 13263, 14493, 14726]"
277,近畿日本鉄道近鉄奈良線,枚岡駅,16,"[191, 886, 1402, 3255, 3480, 3792, 3900, 4757, 7451, 7913, 9480, 9726, 10730, 11189, 12118, 14886]"
278,西武鉄道西武拝島線,玉川上水駅,10,"[192, 2365, 4290, 7257, 8184, 8269, 8318, 8965, 11226, 11446]"
279,東武鉄道東武伊勢崎線,一ノ割駅,20,"[194, 626, 1281, 1366, 2589, 3259, 3425, 3740, 3747, 4908, 6192, 6602, 8814, 9498, 9655, 10167, 10984, 12571, 14655, 14723]"
280,東武鉄道東武伊勢崎線,春日部駅,12,"[194, 1281, 3773, 5180, 5741, 6192, 8049, 10167, 10503, 11928, 12842, 13851]"
281,東海旅客鉄道紀勢線,津駅,2,"[195, 1748]"
282,東日本旅客鉄道小海線,美里駅,2,"[196, 1757]"
283,東日本旅客鉄道大糸線,南大町駅,1,[197]
284,東日本旅客鉄道大糸線,信濃大町駅,1,[197]
285,近畿日本鉄道近鉄名古屋線,桃園駅,11,"[198, 3823, 4827, 5793, 5948, 9336, 9340, 9449, 10558, 11486, 12254]"
286,近畿日本鉄道近鉄名古屋線,伊勢中川駅,4,"[198, 4827, 5660, 9340]"
287,東日本旅客鉄道篠ノ井線,塩尻駅,2,"[200, 11852]"
288,東日本旅客鉄道篠ノ井線,広丘駅,8,"[200, 3273, 3488, 7863, 7882, 10206, 10345, 11852]"
289,山陽電気鉄道本線,山陽塩屋駅,5,"[201, 4816, 6385, 9841, 11022]"
290,名古屋鉄道名鉄名古屋本線,新清洲駅,14,"[202, 1328, 3459, 3832, 5749, 7369, 7411, 7674, 7728, 8977, 9604, 9722, 10545, 11149]"
291,名古屋鉄道名鉄名古屋本線,大里駅,11,"[202, 1295, 1328, 3459, 3832, 7369, 7728, 8977, 9604, 11149, 14422]"
292,九州旅客鉄道鹿児島本線,久留米駅,5,"[203, 1939, 5419, 7768, 11184]"
293,東海旅客鉄道東海道線,西焼津駅,7,"[204, 2475, 2734, 6834, 10501, 11298, 13882]"
294,東海旅客鉄道東海道線,藤枝駅,13,"[204, 2475, 2620, 2734, 2832, 5462, 5742, 6834, 8556, 9629, 10501, 11567, 13882]"
295,西日本旅客鉄道山陽線,英賀保駅,17,"[205, 731, 739, 1543, 5559, 6050, 6547, 8391, 8428, 9200, 9207, 11410, 12246, 13379, 13699, 13950, 14262]"
296,西日本旅客鉄道山陽線,はりま勝原駅,15,"[205, 739, 1543, 5559, 6547, 8391, 8530, 9207, 10639, 10884, 11410, 12234, 12653, 14107, 14669]"
297,東海旅客鉄道東海道線,大府駅,7,"[206, 2360, 2565, 3030, 4781, 8221, 13627]"
298,東日本旅客鉄道高崎線,本庄駅,17,"[207, 1441, 4327, 4994, 5158, 5783, 7279, 10914, 11058, 11115, 11131, 11535, 11950, 12501, 12572, 13726, 14608]"
299,東日本旅客鉄道南武線,津田山駅,13,"[208, 1051, 2525, 2821, 2847, 5401, 5850, 13491, 13665, 14203, 14309, 14416, 14662]"
300,東日本旅客鉄道南武線,久地駅,11,"[208, 338, 1108, 2821, 3579, 3785, 4366, 13425, 14232, 14277, 14309]"
301,東日本旅客鉄道埼京線,大崎駅,7,"[209, 2368, 5979, 6346, 6470, 7862, 11621]"
302,"['西日本旅客鉄道東海道線', '西日本旅客鉄道北陸本線']",草津駅,8,"[211, 244, 4526, 7055, 11179, 13445, 13707, 14495]"
303,北海道旅客鉄道函館本線,ほしみ駅,6,"[212, 299, 4064, 4310, 5855, 9404]"
304,九州旅客鉄道日豊本線,南小倉駅,14,"[213, 1869, 4172, 4472, 4528, 4895, 5766, 5790, 6959, 7193, 7776, 8520, 9752, 10659]"
305,西日本旅客鉄道山陰本線,西浜田駅,6,"[214, 3358, 4560, 7901, 9566, 14381]"
306,西日本旅客鉄道山陰本線,周布駅,2,"[214, 14381]"
307,南海電気鉄道南海加太線,中松江駅,1,[215]
308,阪急電鉄阪急神戸本線,岡本駅,9,"[216, 1104, 2130, 3985, 5969, 11466, 12528, 12671, 13929]"
309,阪急電鉄阪急神戸本線,御影駅,8,"[216, 826, 1937, 3985, 8494, 8943, 9331, 13296]"
310,西日本旅客鉄道阪和線,久米田駅,19,"[217, 249, 1293, 2922, 3729, 4955, 4990, 5314, 6195, 7753, 8768, 8988, 10453, 10808, 10971, 11396, 12160, 12831, 14374]"
311,西日本旅客鉄道阪和線,下松駅,7,"[217, 2922, 5314, 6195, 11380, 11396, 14168]"
312,東日本旅客鉄道東北本線,間々田駅,29,"[218, 409, 1012, 1576, 2310, 2928, 2984, 3153, 3196, 3335, 3552, 4082, 4165, 5167, 5299, 5657, 6038, 6700, 8887, 9020, 9109, 9388, 10701, 11194, 11595, 11806, 12026, 13014, 14211]"
313,京浜急行電鉄京急空港線,糀谷駅,5,"[219, 546, 1354, 2766, 8793]"
314,東日本旅客鉄道東北本線,東大宮駅,28,"[220, 232, 317, 689, 1465, 1633, 1982, 2476, 2632, 3216, 3580, 4066, 4454, 5273, 5300, 6291, 6649, 6957, 7454, 7563, 7851, 8187, 10778, 11193, 11235, 11993, 12488, 13635]"
315,東日本旅客鉄道東北本線,蓮田駅,31,"[220, 230, 317, 594, 1719, 1982, 2085, 2624, 2632, 3148, 3216, 3661, 4066, 4454, 5273, 5300, 5468, 6291, 6526, 7323, 7454, 7851, 8958, 9199, 9341, 11193, 11235, 11993, 13023, 13053, 13971]"
316,京浜急行電鉄京急本線,子安駅,7,"[221, 808, 1340, 4620, 5340, 9795, 13790]"
317,あいの風とやま鉄道あいの風とやま鉄道線,小杉駅,2,"[223, 740]"
318,あいの風とやま鉄道あいの風とやま鉄道線,呉羽駅,3,"[223, 740, 8131]"
319,京王電鉄京王線,笹塚駅,19,"[224, 1513, 1542, 1946, 3860, 3862, 6769, 7141, 8377, 8471, 8543, 10699, 11542, 11638, 12262, 12492, 12813, 13566, 14871]"
320,東武鉄道東武東上本線,東武練馬駅,22,"[225, 1280, 1968, 2246, 2409, 2571, 2670, 2834, 3592, 4000, 4127, 4364, 5777, 7346, 7410, 8286, 9542, 10380, 11513, 11769, 14800, 14858]"
321,西日本旅客鉄道山陰本線,安来駅,5,"[226, 1496, 6181, 10782, 14816]"
322,西日本旅客鉄道山陰本線,荒島駅,5,"[226, 1572, 10123, 13460, 14816]"
323,東日本旅客鉄道横須賀線,東戸塚駅,14,"[227, 2049, 2461, 2492, 4117, 4889, 6112, 7568, 7824, 8236, 9474, 13378, 14254, 14478]"
324,東武鉄道東武伊勢崎線,花崎駅,6,"[228, 573, 1666, 2014, 4256, 13140]"
325,相模鉄道相鉄本線,鶴ヶ峰駅,19,"[229, 1599, 1644, 2429, 4487, 4804, 6148, 6267, 6284, 7971, 8952, 9455, 9792, 9914, 11151, 13052, 13729, 13926, 14020]"
326,相模鉄道相鉄本線,二俣川駅,18,"[229, 1599, 1644, 2329, 2429, 2871, 3605, 3849, 4121, 4487, 6284, 9455, 9792, 11151, 13052, 13729, 13926, 14020]"
327,東日本旅客鉄道東北本線,白岡駅,15,"[230, 594, 1719, 2624, 3661, 4915, 6526, 7323, 8958, 9199, 10325, 11358, 11389, 13023, 13053]"
328,東京地下鉄有楽町線,豊洲駅,2,"[231, 1785]"
329,南海電気鉄道南海高野線,浅香山駅,14,"[234, 825, 1397, 2176, 4788, 5126, 6467, 8924, 9728, 10744, 11318, 11348, 12538, 13044]"
330,南海電気鉄道南海高野線,堺東駅,13,"[234, 1397, 1673, 2176, 2450, 3027, 6467, 7299, 8924, 9728, 10744, 11348, 13044]"
331,西日本旅客鉄道東海道線,茨木駅,28,"[235, 729, 2095, 2491, 2655, 2869, 3441, 3610, 3722, 4596, 5656, 6300, 7265, 7270, 7400, 7589, 9266, 10689, 10810, 11002, 11261, 11388, 11406, 11778, 12023, 12816, 13908, 14644]"
332,東武鉄道東武伊勢崎線,大袋駅,38,"[236, 365, 379, 606, 849, 1267, 1321, 1495, 1936, 2541, 2640, 2898, 3949, 4218, 4227, 4461, 4778, 5019, 5398, 5644, 5668, 6393, 6500, 7452, 8777, 8933, 8948, 9504, 10010, 10855, 11011, 11120, 12610, 12672, 13167, 13899, 14438, 14649]"
333,九州旅客鉄道佐世保線,佐世保駅,3,"[237, 1981, 9702]"
334,九州旅客鉄道佐世保線,日宇駅,2,"[237, 1981]"
335,南海電気鉄道南海本線,松ノ浜駅,5,"[238, 883, 2711, 5442, 12334]"
336,近畿日本鉄道近鉄けいはんな線,生駒駅,2,"[239, 11860]"
337,東日本旅客鉄道山田線,盛岡駅,1,[241]
338,東日本旅客鉄道山田線,上盛岡駅,2,"[241, 631]"
339,北海道旅客鉄道千歳線,恵み野駅,14,"[242, 1447, 2172, 4948, 5664, 6348, 6753, 6907, 7587, 8765, 9094, 12609, 12805, 14276]"
340,近畿日本鉄道近鉄大阪線,大阪教育大前駅,14,"[243, 7093, 8308, 8548, 9102, 9351, 9489, 9555, 10544, 10576, 11402, 12945, 13565, 14767]"
341,近畿日本鉄道近鉄大阪線,関屋駅,5,"[243, 6464, 7388, 10344, 11402]"
342,西日本旅客鉄道阪和線,百舌鳥駅,5,"[245, 8689, 8800, 10194, 14849]"
343,東日本旅客鉄道東北本線,松島駅,5,"[246, 1502, 1965, 7898, 9996]"
344,東日本旅客鉄道磐越西線,郡山駅,5,"[247, 3323, 3669, 8410, 12517]"
345,東日本旅客鉄道磐越西線,郡山富田駅,3,"[247, 3323, 3669]"
346,山陽電気鉄道本線,八家駅,4,"[248, 4321, 10432, 10672]"
347,山陽電気鉄道本線,白浜の宮駅,4,"[248, 7297, 10672, 13333]"
348,西日本旅客鉄道阪和線,和泉府中駅,19,"[249, 463, 1969, 2477, 3100, 3578, 4438, 4955, 4990, 7753, 8768, 8988, 9433, 10453, 11403, 12160, 12418, 12831, 13759]"
349,西日本旅客鉄道桜井線,三輪駅,7,"[250, 3827, 5588, 10504, 11449, 11491, 12244]"
350,西日本旅客鉄道桜井線,桜井駅,4,"[250, 3827, 5588, 12470]"
351,近畿日本鉄道近鉄橿原線,近鉄郡山駅,14,"[251, 510, 869, 1360, 1475, 2582, 3762, 4448, 5472, 8775, 9767, 10569, 11951, 14693]"
352,近畿日本鉄道近鉄橿原線,筒井駅,7,"[251, 510, 1475, 3762, 4410, 5472, 14659]"
353,京浜急行電鉄京急本線,大森海岸駅,3,"[252, 393, 7148]"
354,南海電気鉄道南海高野線,天下茶屋駅,3,"[253, 516, 3369]"
355,名古屋鉄道名鉄名古屋本線,豊明駅,5,"[254, 3893, 7251, 10740, 14324]"
356,京王電鉄京王線,下高井戸駅,12,"[255, 311, 506, 3342, 5778, 6363, 7205, 7615, 8149, 9640, 12573, 13384]"
357,東日本旅客鉄道吾妻線,長野原草津口駅,1,[256]
358,東日本旅客鉄道吾妻線,群馬大津駅,1,[256]
359,西日本旅客鉄道大阪環状線,福島駅,3,"[257, 10447, 10602]"
360,京浜急行電鉄京急本線,金沢文庫駅,6,"[258, 2612, 5076, 10286, 12323, 14057]"
361,北海道旅客鉄道函館本線,発寒中央駅,16,"[259, 318, 490, 1160, 1573, 2353, 3232, 3361, 3703, 4286, 4482, 8635, 8844, 9259, 13133, 14895]"
362,北海道旅客鉄道函館本線,琴似駅,7,"[259, 490, 2353, 3232, 9259, 11478, 13252]"
363,近畿日本鉄道近鉄名古屋線,阿倉川駅,4,"[260, 2617, 4017, 13495]"
364,近畿日本鉄道近鉄名古屋線,川原町駅,2,"[260, 2144]"
365,秩父鉄道秩父本線,上長瀞駅,2,"[261, 3990]"
366,四国旅客鉄道予讃線,鴨川駅,9,"[262, 2708, 5575, 10792, 12546, 12894, 12915, 13791, 14279]"
367,四国旅客鉄道予讃線,八十場駅,7,"[262, 1891, 2708, 10792, 12894, 12915, 13695]"
368,山陽電気鉄道本線,荒井駅,4,"[264, 3211, 10055, 10776]"
369,山陽電気鉄道本線,伊保駅,7,"[264, 8981, 10055, 10776, 11497, 12179, 14413]"
370,北海道旅客鉄道函館本線,余市駅,4,"[265, 6046, 10579, 14008]"
371,北海道旅客鉄道函館本線,蘭島駅,3,"[265, 6046, 13798]"
372,東武鉄道東武野田線,運河駅,10,"[266, 384, 1194, 1452, 2077, 2119, 3438, 3975, 4912, 9066]"
373,東武鉄道東武野田線,江戸川台駅,11,"[266, 755, 803, 1194, 1452, 1677, 2077, 2119, 3438, 4625, 8303]"
374,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",垂水駅,6,"[267, 2576, 4637, 7143, 7164, 11893]"
375,九州旅客鉄道鹿児島本線,古賀駅,3,"[268, 1031, 7482]"
376,東日本旅客鉄道常磐線,牛久駅,11,"[269, 3894, 6313, 6874, 12030, 12132, 12403, 14002, 14201, 14246, 14657]"
377,東日本旅客鉄道常磐線,ひたち野うしく駅,13,"[269, 837, 1329, 4808, 6067, 11405, 11624, 11654, 11668, 12171, 13508, 14002, 14201]"
378,小田急電鉄小田急小田原線,相武台前駅,22,"[270, 471, 980, 1024, 1152, 1286, 2886, 3254, 3570, 3788, 7282, 8443, 8745, 9520, 10633, 10873, 11473, 12067, 12346, 12383, 13345, 14229]"
379,東日本旅客鉄道東北本線,石橋駅,10,"[271, 2622, 5082, 5176, 6413, 6974, 7470, 9070, 10178, 11532]"
380,東日本旅客鉄道東北本線,雀宮駅,15,"[271, 570, 927, 1751, 2622, 3721, 4414, 5176, 5788, 7287, 7470, 8155, 9070, 10178, 13069]"
381,阪急電鉄阪急京都本線,東向日駅,11,"[272, 1091, 1260, 6805, 7596, 7694, 8987, 12225, 12798, 13152, 14552]"
382,九州旅客鉄道豊肥本線,原水駅,11,"[273, 598, 2948, 3389, 3909, 4914, 8230, 8857, 9395, 10519, 11026]"
383,九州旅客鉄道豊肥本線,肥後大津駅,4,"[273, 2948, 3909, 8857]"
384,東武鉄道東武越生線,坂戸駅,4,"[274, 3873, 7189, 14167]"
385,東武鉄道東武越生線,一本松駅,5,"[274, 3873, 7189, 9486, 14167]"
386,九州旅客鉄道久大本線,杉河内駅,2,"[275, 11740]"
387,九州旅客鉄道久大本線,北山田駅,3,"[275, 10532, 11740]"
388,東武鉄道東武伊勢崎線,北越谷駅,31,"[276, 365, 379, 606, 849, 1267, 1495, 2898, 3949, 4227, 4575, 4778, 5019, 5644, 5983, 6393, 6706, 6816, 7452, 8614, 8777, 8933, 8948, 10010, 11120, 12610, 13167, 13927, 14438, 14519, 14649]"
389,福岡市交通局空港線,室見駅,2,"[277, 12965]"
390,東海旅客鉄道東海道線,相見駅,5,"[278, 1667, 4708, 10285, 10574]"
391,東日本旅客鉄道水郡線,玉川村駅,5,"[279, 2451, 6387, 7534, 14244]"
392,東日本旅客鉄道水郡線,野上原駅,5,"[279, 2451, 6386, 6387, 7534]"
393,札幌市交通局南北線,中島公園駅,1,[280]
394,東海旅客鉄道飯田線,伊那北駅,2,"[281, 11228]"
395,東海旅客鉄道飯田線,田畑駅,2,"[281, 2650]"
396,"['西日本旅客鉄道東海道線', '西日本旅客鉄道山陽線']",灘駅,9,"[282, 2097, 2811, 5828, 8567, 12514, 13268, 13437, 14193]"
397,新京成電鉄新京成線,初富駅,11,"[283, 1610, 2598, 4707, 5899, 8845, 9015, 9522, 10074, 12644, 12970]"
398,新京成電鉄新京成線,鎌ヶ谷大仏駅,13,"[283, 1610, 2598, 4137, 4707, 5400, 5899, 6958, 9015, 10074, 10597, 12644, 12970]"
399,東日本旅客鉄道東北本線,野木駅,15,"[284, 409, 3335, 3771, 4240, 6618, 6700, 8205, 10701, 10871, 11194, 11595, 12268, 13014, 14211]"
400,"['東日本旅客鉄道中央本線', '東日本旅客鉄道総武本線']",市川駅,22,"[285, 1546, 2980, 3321, 3767, 4145, 5792, 6800, 7640, 8315, 8883, 9184, 9961, 10895, 11894, 12065, 12078, 12525, 12590, 12627, 13509, 13770]"
401,大阪市高速電気軌道中央線,谷町四丁目駅,1,[286]
402,東日本旅客鉄道総武本線,千葉駅,6,"[288, 4190, 4891, 6118, 7732, 9228]"
403,東日本旅客鉄道総武本線,東千葉駅,5,"[288, 1462, 4597, 5253, 9989]"
404,九州旅客鉄道日豊本線,安部山公園駅,10,"[289, 2282, 2401, 2938, 8895, 9183, 11154, 11493, 12962, 12992]"
405,東日本旅客鉄道外房線,本納駅,13,"[290, 4106, 5346, 5486, 5567, 6540, 7473, 7904, 9195, 9696, 10812, 10989, 12913]"
406,"['西日本旅客鉄道東海道線', '西日本旅客鉄道北陸本線']",膳所駅,14,"[291, 404, 480, 1261, 4515, 5801, 6917, 7081, 8250, 8276, 9562, 9811, 10072, 11992]"
407,東海旅客鉄道東海道線,刈谷駅,5,"[292, 2974, 3372, 4329, 4589]"
408,東海旅客鉄道東海道線,逢妻駅,5,"[292, 3994, 7247, 7413, 10040]"
409,北海道旅客鉄道函館本線,近文駅,4,"[293, 2588, 9930, 13854]"
410,東武鉄道東武東上本線,柳瀬川駅,29,"[294, 410, 756, 1712, 2083, 2105, 2383, 2910, 3062, 4536, 4964, 6351, 6929, 7859, 8078, 9250, 9384, 11356, 11376, 11430, 11452, 12320, 12362, 12516, 12698, 12723, 13274, 13388, 14226]"
411,東日本旅客鉄道中央本線,西国分寺駅,15,"[295, 579, 644, 686, 2164, 3095, 3263, 3333, 4664, 4818, 4947, 9690, 10404, 13267, 13283]"
412,"['東海旅客鉄道関西線', '西日本旅客鉄道関西本線']",大和小泉駅,9,"[296, 588, 929, 4462, 8997, 12746, 13533, 14219, 14635]"
413,"['東海旅客鉄道関西線', '西日本旅客鉄道関西本線']",法隆寺駅,8,"[296, 4123, 7488, 8179, 10670, 11206, 12510, 14583]"
414,相模鉄道相鉄本線,横浜駅,1,[297]
415,相模鉄道相鉄本線,平沼橋駅,4,"[297, 842, 1388, 13126]"
416,九州旅客鉄道指宿枕崎線,宇宿駅,7,"[298, 619, 763, 3280, 8601, 10270, 10773]"
